"sample_id","site_id","date_id","latitude","longitude","brt20","brt12","richness","ta7"
"site_02426_date_00252_monitoring_uk",2426,252,3353747.569,3480777.378,"RT11","RT03",11,"E"
"site_02427_date_00058_rcs",2427,58,2189074.946,3674931.039,"RT16","RT10",32,"G"
"site_02430_date_00118_rcs",2430,118,2186575.29,3691846.598,"RT10","RT10",32,"E"
"site_02431_date_00058_rcs",2431,58,2186575.29,3691846.598,"RT16","RT10",38,"G"
"site_02433_date_00019_rcs",2433,19,2201752.062,3703799.148,"RT3","RT11",49,"C"
"site_02433_date_00021_naiades",2433,21,2692131.338,3418881.51,"RT3","RT05",21,"C"
"site_02434_date_00129_rcs",2434,129,2201752.062,3703799.148,"RT18","RT11",43,"E"
"site_02435_date_00058_rcs",2435,58,2201752.062,3703799.148,"RT3","RT11",36,"C"
"site_02435_date_01167_naiades",2435,1167,2668724.499,3422372.909,"RT3","RT05",21,"C"
"site_02438_date_00282_rcs",2438,282,2213987.913,3707641.376,"RT3","RT11",37,"C"
"site_02439_date_00057_rcs",2439,57,2213987.913,3707641.376,"RT18","RT11",48,"E"
"site_02441_date_01043_naiades",2441,1043,2675895.293,3462154.111,"RT3","RT05",23,"C"
"site_02447_date_00106_naiades",2447,106,2664464.188,3453801.333,"RT3","RT05",31,"C"
"site_02453_date_00134_rcs",2453,134,2235893.87,3690290.177,"RT5","RT11",57,"D"
"site_02453_date_00958_naiades",2453,958,2643350.144,3545614.143,"RT5","RT03",46,"D"
"site_02455_date_00243_rcs",2455,243,2235893.87,3690290.177,"RT18","RT11",46,"E"
"site_02461_date_00012_naiades",2461,12,2668178.736,3494105.892,"RT3","RT05",41,"C"
"site_02466_date_01341_naiades",2466,1341,2584803.869,3478783.603,"RT4","RT02",44,"D"
"site_02480_date_00234_rcs",2480,234,2352715.364,3808364.003,"RT18","RT11",54,"E"
"site_02490_date_00033_naiades",2490,33,2613238.354,3533470.678,"RT4","RT02",51,"D"
"site_02504_date_00064_rcs",2504,64,2283556.488,3919656.649,"RT17","RT11",32,NA
"site_02535_date_00032_rcs",2535,32,2318542.386,4093343.27,"RT18","RT11",31,"E"
"site_02548_date_00057_rcs",2548,57,2219640.554,3705332.619,"RT18","RT11",55,"E"
"site_02586_date_00660_naiades",2586,660,2571607.977,3584469.635,"RT4","RT02",40,"D"
"site_02592_date_01990_monitoring_czech2",2592,1990,2953350.899,4695510.341,"RT9","RT09",54,"F"
"site_02597_date_01171_naiades",2597,1171,2555586.764,3608947.012,"RT3","RT05",52,"C"
"site_02599_date_01171_naiades",2599,1171,2553889.309,3614160.631,"RT3","RT05",51,"C"
"site_02601_date_00001_naiades",2601,1,2554171.263,3599521.671,"RT9","RT09",45,"F"
"site_02608_date_00100_rcs",2608,100,2489786.139,3988680.636,"RT9","RT06",49,"F"
"site_02608_date_01829_monitoring_czech2",2608,1829,2993229.784,4555069.283,"RT9","RT09",29,"F"
"site_02609_date_00234_rcs",2609,234,2489786.139,3988680.636,"RT9","RT06",34,"F"
"site_02609_date_01829_monitoring_czech2",2609,1829,3008107.629,4542497.404,"RT9","RT09",26,"F"
"site_02611_date_00023_naiades",2611,23,2543340.509,3603951.848,"RT3","RT05",46,"C"
"site_02612_date_00247_rcs",2612,247,2563321.046,3960421.439,"RT3","RT06",46,"C"
"site_02612_date_00435_monitoring_uk",2612,435,3502751.873,3501517.91,"RT3","RT05",39,"C"
"site_02613_date_00435_monitoring_uk",2613,435,3502579.565,3501478.546,"RT3","RT05",35,"C"
"site_02614_date_00435_monitoring_uk",2614,435,3502177.556,3501984.385,"RT3","RT05",38,"C"
"site_02618_date_00627_naiades",2618,627,2590966.791,3578313.884,"RT4","RT02",51,"D"
"site_02628_date_00443_monitoring_uk",2628,443,3571354.903,3458216.272,"RT3","RT05",41,"C"
"site_02629_date_00443_monitoring_uk",2629,443,3571408.943,3458203.218,"RT3","RT05",44,"C"
"site_02630_date_00443_monitoring_uk",2630,443,3571469.46,3458048.537,"RT3","RT05",24,"C"
"site_02631_date_00003_naiades",2631,3,2599998.844,3582777.759,"RT3","RT04",45,"C"
"site_02631_date_00443_monitoring_uk",2631,443,3571462.896,3457978.583,"RT3","RT05",31,"C"
"site_02632_date_00021_naiades",2632,21,2592694.958,3587594.254,"RT10","RT04",49,"E"
"site_02632_date_01971_monitoring_czech2",2632,1971,2987588.689,4589531.329,"RT10","RT06",55,"E"
"site_02634_date_00459_naiades",2634,459,2583178.128,3588883.82,"RT2","RT04",43,"B"
"site_02635_date_00454_monitoring_uk",2635,454,3564956.821,3502488.89,"RT5","RT03",34,"D"
"site_02636_date_00219_naiades",2636,219,2571801.875,3594970.561,"RT2","RT04",32,"B"
"site_02637_date_00001_naiades",2637,1,2563832.363,3595663.455,"RT9","RT09",38,"F"
"site_02638_date_01439_naiades",2638,1439,2563610.114,3595674.455,"RT9","RT09",49,"F"
"site_02642_date_00443_monitoring_uk",2642,443,3571463.175,3458116.3,"RT3","RT05",26,"C"
"site_02648_date_00405_rcs",2648,405,2312419.299,4122211.551,"RT17","RT11",42,NA
"site_02652_date_00078_rcs",2652,78,2329937.717,4066055.364,"RT18","RT11",30,"E"
"site_02659_date_00078_rcs",2659,78,2321452.763,4079603.058,"RT16","RT10",26,"G"
"site_02661_date_00203_naiades",2661,203,2489550.127,3511247.708,"RT4","RT02",51,"D"
"site_02662_date_01350_naiades",2662,1350,2496919.645,3508326.59,"RT4","RT02",33,"D"
"site_02663_date_00057_naiades",2663,57,2509908.047,3511128.367,"RT4","RT02",20,"D"
"site_02667_date_01328_naiades",2667,1328,2484985.633,3527683.173,"RT4","RT02",22,"D"
"site_02668_date_00189_rcs",2668,189,2411803.888,3995287.9,"RT10","RT06",22,"E"
"site_02670_date_00147_rcs",2670,147,2411803.888,3995287.9,"RT4","RT06",33,"D"
"site_02672_date_01639_naiades",2672,1639,2524939.019,3526275.485,"RT4","RT02",27,"D"
"site_02673_date_01409_naiades",2673,1409,2514445.728,3528844.231,"RT4","RT02",12,"D"
"site_02686_date_00062_rcs",2686,62,2662743.783,4005517.329,"RT11","RT07",36,"E"
"site_02688_date_00061_rcs",2688,61,2586054.748,3976297.429,"RT5","RT06",55,"D"
"site_02723_date_01339_naiades",2723,1339,2533997.653,3599399.605,"RT2","RT04",57,"B"
"site_02724_date_00117_naiades",2724,117,2535227.194,3603234.588,"RT9","RT09",51,"F"
"site_02725_date_00749_naiades",2725,749,2536931.437,3603700.149,"RT9","RT09",55,"F"
"site_02729_date_00311_naiades",2729,311,2539110.705,3609578.046,"RT9","RT09",55,"F"
"site_02731_date_00311_naiades",2731,311,2542293.934,3611180.526,"RT9","RT09",52,"F"
"site_02733_date_00265_naiades",2733,265,2542433.608,3613807.528,"RT9","RT09",55,"F"
"site_02735_date_00831_monitoring_uk",2735,831,3191881.746,3501831.132,"RT4","RT02",52,"D"
"site_02753_date_01208_naiades",2753,1208,2511958.93,3632073.358,"RT8","RT08",45,"E"
"site_02758_date_00020_naiades",2758,20,2519285.83,3641510.323,"RT9","RT09",52,"F"
"site_02760_date_00019_naiades",2760,19,2522008.338,3648558.487,"RT9","RT09",53,"F"
"site_02766_date_00002_naiades",2766,2,2528174.208,3615449.476,"RT9","RT09",42,"F"
"site_02768_date_00022_naiades",2768,22,2521132.185,3620131.656,"RT9","RT09",44,"F"
"site_02796_date_00777_naiades",2796,777,2467133.825,3578757.767,"RT5","RT03",40,"D"
"site_02802_date_00019_naiades",2802,19,2462256.47,3581844.056,"RT5","RT03",32,"D"
"site_02805_date_00486_naiades",2805,486,2449167.354,3594526.196,"RT4","RT02",49,"D"
"site_02806_date_00019_naiades",2806,19,2448732.068,3596134.68,"RT5","RT03",29,"D"
"site_02811_date_00019_naiades",2811,19,2470610.912,3610913.671,"RT5","RT03",44,"D"
"site_02813_date_00019_naiades",2813,19,2477827.804,3620844.255,"RT5","RT03",48,"D"
"site_02816_date_00020_naiades",2816,20,2485794.038,3623159.094,"RT5","RT03",37,"D"
"site_02824_date_00012_naiades",2824,12,2489514.343,3633631.868,"RT3","RT05",44,"C"
"site_02827_date_00024_naiades",2827,24,2480950.753,3650091,"RT5","RT03",45,"D"
"site_02828_date_00024_naiades",2828,24,2483769.735,3645813.951,"RT5","RT03",42,"D"
"site_02832_date_00002_naiades",2832,2,2501468.215,3663637.828,"RT3","RT05",57,"C"
"site_02835_date_00024_naiades",2835,24,2487565.436,3651830.606,"RT3","RT05",37,"C"
"site_02840_date_01167_naiades",2840,1167,2486845.193,3665602.597,"RT9","RT09",51,"F"
"site_02842_date_00031_naiades",2842,31,2483002.257,3666085.161,"RT9","RT09",40,"F"
"site_02843_date_00598_naiades",2843,598,2492364.157,3669566.715,"RT2","RT04",48,"B"
"site_02845_date_00598_naiades",2845,598,2493942.531,3671979.679,"RT2","RT04",51,"B"
"site_02847_date_00598_naiades",2847,598,2496073.535,3675869.017,"RT9","RT09",55,"F"
"site_02848_date_00031_naiades",2848,31,2495258.562,3676621.229,"RT9","RT09",52,"F"
"site_02856_date_00660_naiades",2856,660,2515099.289,3684856.809,"RT9","RT09",27,"F"
"site_02857_date_00174_naiades",2857,174,2507171.36,3684342.218,"RT8","RT08",34,"E"
"site_02877_date_00016_naiades",2877,16,2529832.649,3676486.78,"RT9","RT09",47,"F"
"site_02878_date_00179_naiades",2878,179,2526331.118,3675904.489,"RT8","RT08",56,"E"
"site_02879_date_00208_naiades",2879,208,2527082.29,3680146.629,"RT8","RT08",31,"E"
"site_02880_date_00031_naiades",2880,31,2530869.481,3684479.738,"RT8","RT08",54,"E"
"site_02882_date_00020_naiades",2882,20,2533816.483,3694050.884,"RT9","RT09",17,"F"
"site_02889_date_00021_naiades",2889,21,2442281.523,3641370.351,"RT11","RT07",32,"E"
"site_02903_date_00598_naiades",2903,598,2439644.745,3675633.381,"RT4","RT02",37,"D"
"site_02907_date_00660_naiades",2907,660,2467693.049,3661465.587,"RT4","RT02",37,"D"
"site_02908_date_00095_naiades",2908,95,2465206.321,3658470.161,"RT4","RT02",36,"D"
"site_02914_date_00583_naiades",2914,583,2447841.593,3689556.691,"RT9","RT09",38,"F"
"site_02915_date_00627_naiades",2915,627,2450394.726,3693020.448,"RT9","RT09",40,"F"
"site_02917_date_00313_naiades",2917,313,2452539.921,3677929.397,"RT2","RT04",49,"B"
"site_02918_date_00262_naiades",2918,262,2451305.214,3680040.012,"RT2","RT04",56,"B"
"site_02919_date_00219_naiades",2919,219,2450449.706,3681753.216,"RT8","RT08",47,"E"
"site_02920_date_00219_naiades",2920,219,2444729.451,3681616.168,"RT9","RT09",42,"F"
"site_02931_date_00033_naiades",2931,33,2449935.447,3716738.708,"RT8","RT08",30,"E"
"site_02934_date_00035_naiades",2934,35,2457030.353,3738445.348,"RT8","RT08",38,"E"
"site_02935_date_00261_naiades",2935,261,2466527.926,3747278.261,"RT8","RT08",41,"E"
"site_02939_date_00033_naiades",2939,33,2474747.435,3695863.797,"RT9","RT09",37,"F"
"site_02943_date_00029_naiades",2943,29,2471244.587,3715652.209,"RT8","RT08",31,"E"
"site_02944_date_00029_naiades",2944,29,2470858.775,3720363.881,"RT9","RT09",35,"F"
"site_02947_date_01223_naiades",2947,1223,2475249.849,3729992.671,"RT14","RT10",37,"G"
"site_02948_date_00174_naiades",2948,174,2472568.981,3733707.429,"RT14","RT10",36,"G"
"site_02950_date_01279_naiades",2950,1279,2479347.688,3688772.402,"RT8","RT08",52,"E"
"site_02958_date_01156_naiades",2958,1156,2502385.066,3706269.328,"RT8","RT08",43,"E"
"site_02959_date_00152_naiades",2959,152,2508089.479,3704272.694,"RT8","RT08",44,"E"
"site_02961_date_00432_monitoring_uk",2961,432,3330535.234,3562343.628,"RT5","RT03",26,"D"
"site_02962_date_00184_naiades",2962,184,2521918.6,3707596.342,"RT9","RT09",45,"F"
"site_02965_date_00008_naiades",2965,8,2485146.574,3716255.247,"RT8","RT08",34,"E"
"site_02966_date_00008_naiades",2966,8,2482446.287,3719740.556,"RT9","RT09",45,"F"
"site_02971_date_00351_naiades",2971,351,2481669.762,3737182.235,"RT9","RT09",56,"F"
"site_02975_date_00024_naiades",2975,24,2510864.294,3726274.031,"RT8","RT08",50,"E"
"site_02976_date_00700_naiades",2976,700,2519751.416,3721749.821,"RT8","RT08",37,"E"
"site_02977_date_00700_naiades",2977,700,2520073.563,3721424.892,"RT9","RT09",31,"F"
"site_02978_date_00214_naiades",2978,214,2540977.657,3711090.454,"RT9","RT09",50,"F"
"site_02980_date_00015_naiades",2980,15,2499813.009,3747850.889,"RT8","RT08",50,"E"
"site_02981_date_00271_naiades",2981,271,2499380.986,3746258.353,"RT14","RT10",51,"G"
"site_02982_date_00220_naiades",2982,220,2484006.83,3748691.208,"RT8","RT08",43,"E"
"site_02991_date_00983_naiades",2991,983,2515656.598,3745150.939,"RT9","RT09",36,"F"
"site_02993_date_01339_naiades",2993,1339,2526976.549,3733596.786,"RT8","RT08",39,"E"
"site_02995_date_01339_naiades",2995,1339,2532335.774,3737153.067,"RT8","RT08",34,"E"
"site_02996_date_00265_naiades",2996,265,2530536.55,3741830.665,"RT9","RT09",46,"F"
"site_03014_date_00214_naiades",3014,214,2430146.265,3496649.818,"RT2","RT04",29,"B"
"site_03016_date_00214_naiades",3016,214,2418458.265,3503365.152,"RT3","RT05",32,"C"
"site_03017_date_00006_naiades",3017,6,2416440.822,3517621.168,"RT3","RT05",42,"C"
"site_03040_date_00862_naiades",3040,862,2410909.855,3545465.73,"RT5","RT03",40,"D"
"site_03053_date_00020_naiades",3053,20,2423825.581,3611902.003,"RT5","RT03",44,"D"
"site_03056_date_00020_naiades",3056,20,2412818.733,3649341.076,"RT4","RT02",38,"D"
"site_03059_date_01091_naiades",3059,1091,2420549.24,3684642.584,"RT2","RT04",51,"B"
"site_03061_date_01684_naiades",3061,1684,2426376.726,3694331.489,"RT9","RT09",48,"F"
"site_03062_date_00123_naiades",3062,123,2431824.097,3695321.933,"RT9","RT09",49,"F"
"site_03073_date_01167_naiades",3073,1167,2418881.482,3705862.205,"RT4","RT02",43,"D"
"site_03074_date_00024_naiades",3074,24,2421959.892,3707910.163,"RT4","RT02",55,"D"
"site_03087_date_00019_naiades",3087,19,2457845.461,3753963.057,"RT8","RT08",30,"E"
"site_03088_date_00015_naiades",3088,15,2454323.99,3762890.292,"RT8","RT08",57,"E"
"site_03093_date_00002_naiades",3093,2,2438232.4,3773997.417,"RT14","RT10",50,"G"
"site_03102_date_00527_naiades",3102,527,2454582.587,3785544.464,"RT14","RT10",44,"G"
"site_03105_date_00598_naiades",3105,598,2429688.991,3792305.909,"RT14","RT10",55,"G"
"site_03110_date_00028_naiades",3110,28,2407575.908,3747936.244,"RT8","RT08",57,"E"
"site_03112_date_00853_naiades",3112,853,2394495.769,3779194.668,"RT8","RT08",30,"E"
"site_03191_date_00010_naiades",3191,10,2375361.92,3661532.7,"RT5","RT03",50,"D"
"site_03219_date_00037_naiades",3219,37,2391309.352,3747107.111,"RT9","RT09",52,"F"
"site_03237_date_00835_monitoring_uk",3237,835,3656520.246,3564971.112,"RT3","RT05",11,"C"
"site_03241_date_00835_monitoring_uk",3241,835,3658813.517,3573344.546,"RT3","RT05",27,"C"
"site_03245_date_00106_naiades",3245,106,2297216.454,3706675.204,"RT8","RT08",32,"E"
"site_03251_date_00029_naiades",3251,29,2319303.236,3724406.978,"RT9","RT09",49,"F"
"site_03253_date_00265_naiades",3253,265,2311594.39,3713859.117,"RT8","RT08",51,"E"
"site_03255_date_00067_naiades",3255,67,2306548.711,3721259.819,"RT8","RT08",33,"E"
"site_03263_date_00161_naiades",3263,161,2350047.408,3728948.187,"RT10","RT06",44,"E"
"site_03264_date_01750_naiades",3264,1750,2356299.116,3742343.873,"RT9","RT09",50,"F"
"site_03274_date_00721_naiades",3274,721,2380638.989,3801949.154,"RT18","RT11",48,"E"
"site_03280_date_00721_naiades",3280,721,2380438.382,3809246.402,"RT18","RT11",44,"E"
"site_03353_date_00367_naiades",3353,367,2217863.627,3620106.625,"RT16","RT10",48,"G"
"site_03355_date_00264_naiades",3355,264,2215315.781,3654011.115,"RT16","RT10",40,"G"
"site_03368_date_00264_naiades",3368,264,2240073.284,3521847.581,"RT16","RT10",41,"G"
"site_03370_date_00728_naiades",3370,728,2251356.921,3550506.165,"RT16","RT10",46,"G"
"site_03380_date_01167_naiades",3380,1167,2498111.585,3446911.795,"RT2","RT04",25,"B"
"site_03381_date_00019_naiades",3381,19,2439915.176,3465892.754,"RT3","RT05",34,"C"
"site_03382_date_00019_naiades",3382,19,2440050.61,3466050.456,"RT3","RT05",39,"C"
"site_03384_date_01460_naiades",3384,1460,2435305.61,3463897.626,"RT2","RT04",52,"B"
"site_03386_date_00203_naiades",3386,203,2423433.528,3471845.795,"RT2","RT04",50,"B"
"site_03389_date_00259_naiades",3389,259,2400200.461,3459279.054,"RT3","RT05",45,"C"
"site_03391_date_01350_naiades",3391,1350,2413424.519,3429610.01,"RT2","RT04",51,"B"
"site_03392_date_01781_naiades",3392,1781,2414001.877,3429768.586,"RT2","RT04",32,"B"
"site_03394_date_01043_naiades",3394,1043,2396256.856,3423189.768,"RT3","RT05",36,"C"
"site_03395_date_00660_naiades",3395,660,2377071.24,3415243.498,"RT3","RT05",31,"C"
"site_03396_date_00598_naiades",3396,598,2375144.007,3426308.844,"RT3","RT05",43,"C"
"site_03397_date_00598_naiades",3397,598,2364539.255,3415032.881,"RT3","RT05",39,"C"
"site_03434_date_00140_naiades",3434,140,2262126.328,3492521.73,"RT16","RT10",45,"G"
"site_03436_date_00244_naiades",3436,244,2249952.217,3492289.232,"RT16","RT10",39,"G"
"site_03437_date_00244_naiades",3437,244,2254712.217,3501816.637,"RT16","RT10",34,"G"
"site_03440_date_00140_naiades",3440,140,2234975.538,3501589.193,"RT16","RT10",35,"G"
"site_03451_date_00147_naiades",3451,147,2377125.264,3445866.091,"RT3","RT05",27,"C"
"site_03453_date_01339_naiades",3453,1339,2369561.501,3457835.098,"RT2","RT04",49,"B"
"site_03455_date_01352_naiades",3455,1352,2382705.966,3455437.51,"RT3","RT05",33,"C"
"site_03458_date_01339_naiades",3458,1339,2372493.095,3474362.576,"RT3","RT05",50,"C"
"site_03462_date_01021_naiades",3462,1021,2382044.381,3494521.448,"RT2","RT04",42,"B"
"site_03500_date_00724_monitoring_uk",3500,724,3154639.339,3517373.007,"RT4","RT02",54,"D"
"site_03508_date_00022_naiades",3508,22,2540937.209,3986663.108,"RT11","RT07",35,"E"
"site_03518_date_00037_naiades",3518,37,2766622.79,4011976.903,"RT10","RT06",55,"E"
"site_03521_date_00173_naiades",3521,173,2775502.036,4018253.869,"RT8","RT08",54,"E"
"site_03523_date_01076_naiades",3523,1076,2757583.543,4012307.499,"RT10","RT06",39,"E"
"site_03551_date_00816_naiades",3551,816,2462356.269,3966779.588,"RT19","RT12",39,NA
"site_03553_date_00313_naiades",3553,313,2422758.732,3991759.152,"RT15","RT10",26,"G"
"site_03562_date_00832_naiades",3562,832,2782662.354,4046641.348,"RT9","RT09",48,"F"
"site_03566_date_00294_naiades",3566,294,2735144.74,4005866.536,"RT11","RT07",51,"E"
"site_03574_date_00779_naiades",3574,779,2745119.404,3970329.093,"RT10","RT06",52,"E"
"site_03575_date_00486_naiades",3575,486,2748926.29,3965851.932,"RT11","RT07",51,"E"
"site_03577_date_00267_naiades",3577,267,2636303.529,4036393.409,"RT15","RT10",46,"G"
"site_03579_date_00267_naiades",3579,267,2640491.677,4039770.657,"RT15","RT10",11,"G"
"site_03583_date_00724_monitoring_uk",3583,724,3154563.654,3517461.757,"RT4","RT02",53,"D"
"site_03586_date_00214_naiades",3586,214,2751787.346,4074440.49,"RT9","RT09",51,"F"
"site_03589_date_00131_naiades",3589,131,2735119.145,3949997.693,"RT10","RT06",52,"E"
"site_03594_date_01350_naiades",3594,1350,2691593.77,3921500.909,"RT10","RT06",48,"E"
"site_03608_date_00351_naiades",3608,351,2630276.608,4030994.469,"RT15","RT10",42,"G"
"site_03610_date_00351_naiades",3610,351,2635920.357,4036738.042,"RT15","RT10",55,"G"
"site_03615_date_00293_naiades",3615,293,2654815.616,4045643.725,"RT10","RT06",52,"E"
"site_03616_date_00631_monitoring_uk",3616,631,3352950.538,3613623.868,"RT4","RT02",27,"D"
"site_03620_date_00631_monitoring_uk",3620,631,3347129.896,3614870.28,"RT4","RT02",13,"D"
"site_03622_date_00631_monitoring_uk",3622,631,3352931.756,3613711.851,"RT4","RT02",19,"D"
"site_03624_date_00631_monitoring_uk",3624,631,3347447.891,3614827.405,"RT4","RT02",17,"D"
"site_03627_date_00631_monitoring_uk",3627,631,3351723.472,3614152.156,"RT4","RT02",18,"D"
"site_03634_date_00022_naiades",3634,22,2653309.687,3953961.568,"RT4","RT02",42,"D"
"site_03638_date_00652_monitoring_uk",3638,652,3154723.701,3516987.165,"RT4","RT02",51,"D"
"site_03639_date_00261_naiades",3639,261,2599779.006,3905942.573,"RT10","RT06",55,"E"
"site_03642_date_00002_naiades",3642,2,2621089.938,3920350.873,"RT3","RT05",54,"C"
"site_03645_date_00939_naiades",3645,939,2643053.629,3989110.669,"RT5","RT03",29,"D"
"site_03647_date_00939_naiades",3647,939,2648980.615,3986321.767,"RT4","RT02",16,"D"
"site_03650_date_01061_naiades",3650,1061,2629449.478,3958126.136,"RT2","RT04",52,"B"
"site_03651_date_00033_naiades",3651,33,2627580.976,3956091.359,"RT2","RT04",42,"B"
"site_03654_date_00022_naiades",3654,22,2617913.694,3941383.095,"RT4","RT02",48,"D"
"site_03655_date_00029_naiades",3655,29,2613285.514,3933139.276,"RT2","RT04",46,"B"
"site_03657_date_00029_naiades",3657,29,2606202.643,3928809.407,"RT1","RT01",48,"A"
"site_03664_date_00220_naiades",3664,220,2564911.992,3945711.532,"RT11","RT07",32,"E"
"site_03665_date_00057_naiades",3665,57,2566511.427,3944566.017,"RT11","RT07",31,"E"
"site_03667_date_00214_naiades",3667,214,2577917.385,3944863,"RT11","RT07",43,"E"
