"sample_id","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","richness"
"site_00431_date_00273_monitoring_spain","00431","0273",2274740.2253003,3007908.90858758,"RT18","RT8_10_11_18","RT11",24
"site_00432_date_00171_monitoring_spain","00432","0171",2268999.64002964,2986332.44022081,"RT14","RT14_15_16","RT10",31
"site_00436_date_00172_monitoring_spain","00436","0172",2326644.62201179,3032995.39061544,"RT18","RT8_10_11_18","RT10",31
"site_00436_date_00228_ebro","00436","0228",2190091.56929987,3400809.96629772,"RT18","RT8_10_11_18","RT11",17
"site_00437_date_00229_ebro","00437","0229",2245818.36537389,3420828.47081412,"RT18","RT8_10_11_18","RT11",38
"site_00437_date_00268_monitoring_spain","00437","0268",2295323.49033168,3024675.87457045,"RT18","RT8_10_11_18","RT11",24
"site_00438_date_00173_monitoring_spain","00438","0173",2293234.26328108,3022708.84147082,"RT18","RT8_10_11_18","RT11",41
"site_00439_date_00293_naiades","00439","0293",2470782.28861373,3762768.42989966,"RT2","RT2","RT10",38
"site_00439_date_00382_monitoring_poland","00439","0382",3484613.1907267,4739440.46944096,"RT2","RT2","RT04",29
"site_00440_date_00022_rcs","00440","0022",2984391.38356647,3846328.47837393,"RT18","RT8_10_11_18","RT02",49
"site_00440_date_00235_ebro","00440","0235",2277056.83475464,3396227.67561941,"RT18","RT8_10_11_18","RT11",47
"site_00440_date_00850_naiades","00440","0850",2489744.56195825,3764722.69108027,"RT18","RT8_10_11_18","RT08",51
"site_00441_date_00293_naiades","00441","0293",2481073.39604295,3766057.38744999,"RT8","RT8_10_11_18","RT08",44
"site_00442_date_00133_monitoring_poland","00442","0133",3392753.5857061,5092181.34226048,"RT1","RT1","RT01",22
"site_00442_date_00853_naiades","00442","0853",2472740.39114328,3770943.3458509,"RT1","RT1","RT08",35
"site_00443_date_00239_ebro","00443","0239",2023629.7797529,3449204.28497707,"RT18","RT8_10_11_18","RT11",23
"site_00443_date_00862_naiades","00443","0862",2473517.55774642,3771549.3056431,"RT18","RT8_10_11_18","RT08",53
"site_00444_date_00437_naiades","00444","0437",2477902.78287386,3775329.6930969,"RT4","RT4_5","RT08",48
"site_00444_date_00612_monitoring_poland","00444","0612",3164714.74116407,4922325.93664299,"RT4","RT4_5","RT02",14
"site_00445_date_00003_monitoring_portugual","00445","0003",1984757.2076154,2782666.58364217,"RT1","RT1","RT12",19
"site_00445_date_00511_monitoring_poland","00445","0511",3304183.44934586,4687016.83696886,"RT1","RT1","RT01",23
"site_00446_date_00175_monitoring_spain","00446","0175",2339479.47464047,3057007.67226619,"RT14","RT14_15_16","RT10",25
"site_00447_date_00339_ebro","00447","0339",2178214.40838817,3633178.68136704,"RT14","RT14_15_16","RT10",35
"site_00448_date_00247_ebro","00448","0247",2193315.04450664,3596795.92463258,"RT14","RT14_15_16","RT10",27
"site_00449_date_00621_monitoring_poland","00449","0621",3305623.05252217,4686071.42727121,"RT1","RT1","RT01",20
"site_00451_date_00250_ebro","00451","0250",2203109.19625511,3567640.3660721,"RT14","RT14_15_16","RT10",28
"site_00452_date_00250_ebro","00452","0250",2200287.88539542,3565977.33758977,"RT14","RT14_15_16","RT10",28
"site_00456_date_00260_ebro","00456","0260",2164857.65383988,3524305.8985901,"RT18","RT8_10_11_18","RT11",44
"site_00459_date_00176_monitoring_spain","00459","0176",2255849.8468905,3152017.3475458,"RT15","RT14_15_16","RT11",25
"site_00459_date_00264_ebro","00459","0264",2192982.64283593,3468035.91121755,"RT15","RT14_15_16","RT10",37
"site_00461_date_00135_monitoring_poland","00461","0135",3167988.57765069,5031266.2456136,"RT10","RT8_10_11_18","RT06",28
"site_00462_date_00003_monitoring_portugual","00462","0003",2066959.29022844,2816059.84083691,"RT11","RT8_10_11_18","RT11",14
"site_00462_date_00124_monitoring_poland","00462","0124",3162776.79069998,5036458.88727143,"RT11","RT8_10_11_18","RT07",27
"site_00465_date_00003_monitoring_portugual","00465","0003",1978081.22090301,2771543.77871765,"RT17","RT17","RT11",19
"site_00466_date_00145_rcs","00466","0145",2878496.58831358,3960511.52684687,"RT18","RT8_10_11_18","RT03",43
"site_00466_date_00283_ebro","00466","0283",2256900.44423691,3312430.26319064,"RT18","RT8_10_11_18","RT11",43
"site_00467_date_00063_rcs","00467","0063",2878496.58831358,3960511.52684687,"RT5","RT4_5","RT03",44
"site_00469_date_00261_monitoring_spain","00469","0261",2252948.58869158,2928020.21299453,"RT18","RT8_10_11_18","RT11",39
"site_00470_date_00260_monitoring_spain","00470","0260",2236723.81127884,2957137.15951807,"RT18","RT8_10_11_18","RT12",27
"site_00470_date_00287_ebro","00470","0287",2255893.57877323,3335134.85883726,"RT18","RT8_10_11_18","RT11",31
"site_00471_date_00148_rcs","00471","0148",2938958.81386741,3941698.65975109,"RT18","RT8_10_11_18","RT02",22
"site_00471_date_00267_monitoring_spain","00471","0267",2262661.62965562,2901734.66642388,"RT18","RT8_10_11_18","RT11",30
"site_00472_date_00003_monitoring_portugual","00472","0003",1924767.44904381,2768066.46807165,"RT19","RT19","RT12",18
"site_00472_date_00173_rcs","00472","0173",2938958.81386741,3941698.65975109,"RT19","RT19","RT02",35
"site_00472_date_00290_ebro","00472","0290",2261393.23293263,3267909.41731979,"RT19","RT19","RT12",26
"site_00474_date_00161_naiades","00474","0161",2528182.14005331,3824683.69467777,"RT8","RT8_10_11_18","RT08",55
"site_00475_date_00296_ebro","00475","0296",2318644.57573764,3173902.65829232,"RT14","RT14_15_16","RT10",32
"site_00476_date_00146_naiades","00476","0146",2530538.29659751,3814284.36881176,"RT18","RT8_10_11_18","RT08",50
"site_00476_date_00298_ebro","00476","0298",2179973.39553312,3336474.53054897,"RT18","RT8_10_11_18","RT11",46
"site_00477_date_00003_monitoring_portugual","00477","0003",1981040.27074782,2736937.20927531,"RT19","RT19","RT12",20
"site_00478_date_00003_monitoring_portugual","00478","0003",1968884.16542118,2789918.29122382,"RT18","RT8_10_11_18","RT11",17
"site_00478_date_00300_ebro","00478","0300",2204142.27132567,3310119.82078493,"RT18","RT8_10_11_18","RT11",54
"site_00482_date_00303_ebro","00482","0303",2094475.97555181,3288183.50181254,"RT15","RT14_15_16","RT10",36
"site_00483_date_00179_wiser","00483","0179",3191955.76333811,4518766.27450322,"RT15","RT14_15_16","RT02",43
"site_00483_date_00303_ebro","00483","0303",2087748.60898244,3332389.34852591,"RT15","RT14_15_16","RT10",37
"site_00484_date_00003_monitoring_portugual","00484","0003",2034500.15992874,2850495.21473574,"RT17","RT17","RT11",24
"site_00485_date_00304_ebro","00485","0304",2100873.39004114,3324333.34230449,"RT18","RT8_10_11_18","RT11",19
"site_00486_date_00003_monitoring_portugual","00486","0003",1970986.83453466,2723325.41118992,"RT19","RT19","RT12",19
"site_00486_date_00367_naiades","00486","0367",2579920.02837969,3820082.74306613,"RT19","RT19","RT09",50
"site_00488_date_00385_ebro","00488","0385",2246651.19067025,3240976.8321436,"RT18","RT8_10_11_18","RT11",27
"site_00495_date_00003_monitoring_portugual","00495","0003",2037654.04343253,2856277.09594904,"RT17","RT17","RT11",16
"site_00495_date_00394_ebro","00495","0394",2043983.75242525,3489972.84826202,"RT17","RT17","RT11",40
"site_00497_date_00003_monitoring_portugual","00497","0003",2019245.32487916,2853032.9119567,"RT18","RT8_10_11_18","RT11",25
"site_00498_date_00336_ebro","00498","0336",2171134.05472844,3575086.60177646,"RT18","RT8_10_11_18","RT11",38
"site_00499_date_00336_ebro","00499","0336",2187572.17829012,3544143.27707339,"RT15","RT14_15_16","RT10",51
"site_00500_date_00003_monitoring_portugual","00500","0003",1989653.44651727,2797387.92718763,"RT14","RT14_15_16","RT12",29
"site_00500_date_00336_ebro","00500","0336",2195587.1590989,3555444.31848492,"RT14","RT14_15_16","RT10",47
"site_00501_date_00003_monitoring_portugual","00501","0003",2056824.76736895,2851572.02804982,"RT18","RT8_10_11_18","RT12",22
"site_00501_date_00338_ebro","00501","0338",2133414.7820011,3477195.37044517,"RT18","RT8_10_11_18","RT11",28
"site_00502_date_00339_ebro","00502","0339",2122869.97495474,3499839.61848909,"RT17","RT17","RT11",31
"site_00503_date_00342_ebro","00503","0342",2165314.39282893,3512755.54158883,"RT18","RT8_10_11_18","RT11",28
"site_00504_date_00152_naiades","00504","0152",2556456.31225769,3737042.80011645,"RT18","RT8_10_11_18","RT09",35
"site_00504_date_00343_ebro","00504","0343",2185255.14205007,3489120.42725274,"RT18","RT8_10_11_18","RT11",38
"site_00505_date_00034_naiades","00505","0034",2556274.04495867,3739950.529275,"RT18","RT8_10_11_18","RT09",42
"site_00505_date_00344_ebro","00505","0344",2172432.85703746,3485087.9812584,"RT18","RT8_10_11_18","RT11",41
"site_00506_date_00357_ebro","00506","0357",2185775.24953257,3401497.61938161,"RT18","RT8_10_11_18","RT11",33
"site_00507_date_00078_monitoring_poland","00507","0078",3518305.85586192,5044066.71837679,"RT3","RT3","RT05",24
"site_00508_date_00366_ebro","00508","0366",2256702.32458887,3392001.17399587,"RT18","RT8_10_11_18","RT11",32
"site_00508_date_00979_naiades","00508","0979",2566788.19119331,3763842.29542037,"RT18","RT8_10_11_18","RT08",52
"site_00509_date_00178_naiades","00509","0178",2572140.93883033,3771095.43957362,"RT8","RT8_10_11_18","RT08",55
"site_00510_date_00094_monitoring_poland","00510","0094",3513887.00594545,5040816.4954591,"RT2","RT2","RT04",26
"site_00512_date_00382_ebro","00512","0382",2300323.13143513,3206428.01591192,"RT18","RT8_10_11_18","RT11",33
"site_00514_date_00849_naiades","00514","0849",2581282.49693571,3788047.5185581,"RT8","RT8_10_11_18","RT08",49
"site_00517_date_00567_ebro","00517","0567",2107604.38654785,3508439.26529903,"RT17","RT17","RT11",28
"site_00519_date_00009_rcs","00519","0009",2969620.90301159,3720561.75659324,"RT4","RT4_5","RT03",28
"site_00519_date_00094_monitoring_poland","00519","0094",3083012.45214678,5252248.41020408,"RT4","RT4_5","RT02",21
"site_00520_date_00004_rcs","00520","0004",2969620.90301159,3720561.75659324,"RT9","RT9","RT03",30
"site_00520_date_00993_naiades","00520","0993",2611583.48632898,3806921.75872152,"RT9","RT9","RT09",38
"site_00522_date_00009_rcs","00522","0009",2954949.82792538,3720690.68859693,"RT19","RT19","RT02",45
"site_00523_date_00004_rcs","00523","0004",2954949.82792538,3720690.68859693,"RT19","RT19","RT02",51
"site_00524_date_00184_rcs","00524","0184",2954949.82792538,3720690.68859693,"RT18","RT8_10_11_18","RT02",57
"site_00524_date_00676_ebro","00524","0676",2228429.1860939,3385515.01853433,"RT18","RT8_10_11_18","RT11",33
"site_00527_date_00220_naiades","00527","0220",2658422.15391268,3790628.61580562,"RT1","RT1","RT01",47
"site_00528_date_01000_naiades","00528","1000",2663345.14122291,3793124.24788674,"RT1","RT1","RT01",33
"site_00529_date_00003_monitoring_portugual","00529","0003",1851184.09941251,2674807.20067432,"RT19","RT19","RT12",11
