site,HC5_aj,lower,HC5_50th,upper
Tox dataset,78.0245177194186,21.1807687053503,88.9741824132712,392.987105652397
Tox dataset,6.9138857120678,3.3024736650314,7.24720071316817,16.0815671638312
Tox dataset,0.00169434300567219,0.000440254516292878,0.00188883841174925,0.00828524591214457
